"","GSM4978121","GSM4978122","GSM4978123","GSM4978124","GSM4978125","GSM4978126","GSM4978127","GSM4978128","GSM4978129","GSM4978130","GSM4978131","GSM4978132","GSM4978133","GSM4978134"
"ASCRP000305",5.963951027,5.898335128,5.995656317,5.911402759,6.063719506,6.096258457,6.079603708,6.083446168,6.154023794,6.065061691,5.959254734,6.107662555,6.030227659,5.987382503
"ASCRP000308",6.833159387,6.81118616,6.040509749,5.870758825,10.28946306,9.027612508,6.6424051,11.68959681,8.811914847,8.609094941,7.625436642,6.773036772,9.419078196,10.58176693
"ASCRP000310",9.981145268,14.19434649,9.328865405,7.676800129,6.669460151,6.80630114,7.125987716,7.872932019,7.119239062,7.092627214,7.216987164,6.926023545,6.381299394,7.962719925
"ASCRP000311",6.726143031,8.673295851,6.959226214,6.39169095,5.882400548,5.954242142,5.962456987,6.030861899,5.931703789,5.938294294,5.964514218,5.968064561,5.893568731,5.936561897
"ASCRP000313",6.766414051,7.084725398,10.14090824,6.749059177,6.66078447,6.694525358,7.403832588,6.567423319,7.427674219,7.070340502,7.636056114,6.746933445,6.977580762,6.670447721
"ASCRP000314",12.67413242,13.00184809,12.47058101,9.519337037,10.23815966,10.38880151,10.14939182,7.645334262,11.21503557,10.70758105,11.51142836,9.259734558,10.72287396,8.818728626
"ASCRP000315",10.85423862,8.589673822,8.277419531,6.792434551,12.6285738,11.81056963,13.32736423,13.14554639,13.21482246,11.63767217,10.03889542,12.97011593,13.16759138,12.80577419
"ASCRP000317",6.115740247,6.010260437,6.011369683,6.239477637,5.954570436,5.957676736,6.126165433,6.046485086,6.178368896,6.065774429,6.39487726,6.028641234,6.096817776,6.065319322
"ASCRP000318",5.999409028,5.929686456,5.912038676,5.951860565,6.100438359,6.151400955,6.225280637,6.549923121,6.935701724,6.192203364,6.194402537,6.588751122,6.360680795,6.070335287
"ASCRP000319",7.045419832,7.131053027,6.615506936,6.039668099,6.303904955,7.691284765,6.361480584,7.032128334,6.268693118,6.588303676,6.541750947,6.152513864,6.15596472,6.525404255
"ASCRP000320",5.99901582,5.97658326,5.97846245,5.954751661,5.986455963,6.209765647,6.189560594,6.031399584,6.30413466,6.031837472,6.438706471,6.240311791,6.062122273,6.054801796
"ASCRP000322",6.62587688,7.771963012,6.806138852,7.118037182,5.957867023,6.369145635,5.981904587,6.059558443,5.935974232,5.990973625,6.172587226,6.004743388,5.949885659,6.148199196
"ASCRP000326",6.395248891,6.076300727,5.971081525,5.894906608,6.969230054,7.16207083,7.012020787,8.253302282,7.137741448,6.764523243,6.828788437,6.2053135,6.250968669,6.203424816
"ASCRP000328",6.324902586,6.232169787,6.475536226,7.070682134,6.623781001,6.637900179,6.425037337,6.206664469,6.600494664,6.654162761,7.95120172,6.342897347,6.44480292,6.550779883
"ASCRP000330",6.185949319,6.544514255,6.2701239,6.136232765,6.008723015,6.064823846,6.206629802,6.222431688,6.386080638,6.118478611,6.086265355,6.343784702,6.062083516,6.263091656
"ASCRP000333",6.454623483,7.046984523,6.588471889,6.289942502,5.88251184,5.932644277,6.044652892,5.937266853,6.123522758,6.008843927,6.048033126,6.003659451,5.951427305,5.998773888
"ASCRP000334",5.948328633,6.021675483,5.984132643,6.252491047,6.253516965,6.781727024,5.962848314,6.348925168,6.114576953,6.056950019,6.097987545,6.014319963,6.14816555,6.217010148
"ASCRP000335",6.206105037,6.274439385,6.265231702,6.268091272,5.957136992,5.878269245,5.909580815,5.924042022,5.903661281,5.875540699,6.005422764,5.887942175,5.894791864,5.870292265
"ASCRP000337",6.698419297,6.405492816,5.93320299,5.866207405,8.997202371,7.812361749,6.235045271,10.39783054,7.688210041,7.566386195,6.886325368,6.490797114,7.930365006,9.134183277
"ASCRP000338",6.429203006,6.84426816,6.701996924,6.757944705,5.972230239,6.009899257,5.933958354,5.969374312,6.073530786,6.002381824,6.269154025,5.93822969,6.013343713,5.962359978
"ASCRP000339",7.468523134,6.863832517,6.976739117,6.137654908,7.974951143,7.578276715,8.216859413,7.598469913,7.814635122,7.720980939,6.894805936,7.192069191,7.397483216,7.983067289
"ASCRP000340",6.328208516,6.388947487,5.959554917,7.553534978,5.951588365,6.050946691,7.104702948,6.040472465,6.073497229,6.026021812,6.486243356,5.9635749,6.151316889,5.999334302
"ASCRP000343",11.63449574,9.1671302,8.81808712,7.053713216,12.90010374,12.51803333,13.20715416,13.25261301,13.30173788,11.76152632,10.15764801,13.08605815,10.28925576,12.94979898
"ASCRP000347",6.440534681,6.458966628,6.713380803,6.821529673,6.465117659,6.477033324,6.635180614,6.284492688,6.88629419,6.501389516,7.023297538,6.484176786,6.741459295,6.301888017
"ASCRP000349",6.318103215,6.54655675,6.294499169,5.995330719,5.958113429,5.997205166,6.321526679,6.126618415,6.415217326,6.023405594,5.998161858,6.314077445,6.128550188,6.009299761
"ASCRP000350",6.16562243,6.131623188,6.308189207,6.28123361,6.260527998,6.286835206,6.462316631,6.320429917,6.795867243,6.385785304,6.401183723,6.299430856,6.432730029,6.248845549
"ASCRP000351",6.592739374,7.281487589,6.968563971,7.223421858,6.051690476,6.02832877,5.859287138,6.16881411,5.86370954,5.996989681,6.134089868,5.906021621,5.920934485,6.018621254
"ASCRP000354",7.544749688,8.472201007,7.121607137,6.974462926,6.223384644,6.2704851,6.386098557,6.256340757,6.534219545,6.359619684,6.316348872,6.43686852,6.083477228,6.271414762
"ASCRP000356",6.123403759,6.2084867,6.432105105,6.802575014,6.013822724,6.069610872,6.205577107,6.145847258,6.489718016,6.10783193,6.411213817,6.076643825,6.08098301,6.124642965
"ASCRP000360",6.017943074,6.401904307,6.180813735,6.41583242,6.097244757,5.997206831,6.140945237,6.09428243,6.283089047,6.151347106,6.378758061,6.247522299,6.152666883,6.113508956
"ASCRP000361",6.081487973,5.8990682,5.896247007,5.870438924,7.939353894,7.66557239,5.910063535,8.123435258,5.990284443,6.960636134,6.552376062,7.293965557,7.883890104,8.510149151
"ASCRP000365",6.140702504,6.373190737,6.446175559,6.69399537,6.082638858,5.988327902,6.099883064,6.140450224,6.032098522,6.136874003,7.384036109,6.054203047,6.08313736,6.203405924
"ASCRP000368",6.427423099,6.685177686,6.385256901,5.873324934,6.111745064,6.432294804,5.93765302,6.073679303,6.066216816,5.999563296,5.956575796,5.931205489,6.008304562,6.456438744
"ASCRP000370",6.287054172,6.503986514,7.244137441,7.309129529,6.458469388,6.342378805,6.377186121,6.576239907,6.583977033,6.295273928,6.587005685,6.332469024,6.471977068,6.462491137
"ASCRP000371",7.104873973,7.039207281,7.803498824,8.385453213,6.508264324,6.506169257,6.65438036,6.271817725,6.506543727,6.47155714,7.536266468,6.392848223,6.358190696,6.593391874
"ASCRP000372",7.537948894,7.472285599,7.366434745,8.137399822,8.249719778,8.738597536,7.748104659,8.020862277,8.380036559,8.062134322,8.812657306,7.614794241,7.775348364,8.446284161
"ASCRP000374",6.441537571,6.571049777,6.783272712,6.780557209,6.68283125,6.802491435,6.915715282,6.546066493,6.888237562,6.70303491,7.287040688,6.767633575,6.708413278,6.577926911
"ASCRP000375",5.979650631,6.083722093,6.070201357,6.113071083,5.964215678,6.014559481,6.179988696,5.997626536,6.291982244,6.07899919,6.195943639,6.121430199,6.144459061,5.9596548
"ASCRP000379",6.40493495,6.183280778,6.388829796,6.821017357,7.020133451,7.391882516,6.488262136,6.976505183,6.807364666,7.557220555,7.550302189,7.070184768,7.845264897,6.907469396
"ASCRP000380",6.697108034,6.757539703,6.827614104,6.665900549,6.319641255,6.83321326,7.915111845,7.134186351,8.289215853,7.401535523,7.225342839,7.956963964,7.340419363,6.703049204
"ASCRP000381",7.7385984,7.279688429,7.031023723,6.03560846,8.538816468,9.14672927,10.89242235,10.10948,11.41747435,9.493925831,8.943336233,11.34722346,10.60950695,10.53808496
"ASCRP000382",6.523736508,6.451337399,6.460589428,5.99985799,6.2336632,6.637900179,7.233610419,7.000198503,7.249241027,6.548857207,6.796646102,6.71128073,6.926989508,6.68328087
"ASCRP000383",7.676848911,7.021187904,6.954220466,6.709312111,8.342038142,7.881410604,8.318677475,7.845985658,8.09157885,7.476554373,7.296499362,7.248210055,7.132716844,7.110952736
"ASCRP000384",10.9961295,10.92503706,10.99690133,10.51247496,6.594181574,6.16641588,6.983035283,6.980746351,6.855604536,7.863073184,7.008023704,8.359862526,8.905351433,8.161482841
"ASCRP000385",13.03017477,11.44447417,10.77579279,7.972800346,14.45987373,13.51224872,14.35600373,14.74410092,13.78513571,13.21493438,11.2782317,14.4637168,14.37895655,14.88217349
"ASCRP000386",6.528535854,6.759605168,6.622466019,6.670836166,6.676251432,6.56377343,6.729358306,6.270865909,7.283130079,6.61894484,7.137821878,6.660684133,6.685209128,6.788349266
"ASCRP000387",6.257514739,6.304813158,6.15358057,5.910637158,6.093231692,6.536946231,6.421568072,6.634699508,6.414676747,6.213178664,6.021094585,6.47632892,6.322215807,6.085857767
"ASCRP000388",5.932673626,5.863678206,5.869177685,5.891557624,6.449703541,6.236119474,6.140945237,6.064671069,5.931703789,6.331666584,6.055904384,6.9068171,6.037649966,6.336974708
"ASCRP000389",13.82251132,12.30320209,12.57364284,8.951294861,15.14104239,14.30751587,15.19772559,15.38132798,15.19772559,14.28481041,12.15742884,15.19772559,15.0796792,14.64186099
"ASCRP000390",12.28778909,10.69539427,10.70898469,8.695183157,13.40175786,12.97245407,13.77312548,13.98424014,14.35600373,12.82030215,10.71668923,14.03662052,14.28652115,13.72256497
"ASCRP000391",11.244196,11.45000337,10.90354071,9.203368406,8.9223509,8.590740901,7.994069848,7.367033059,7.980193213,7.949207857,9.894962425,7.272330218,7.440939086,8.060906282
"ASCRP000393",6.939895231,6.625059196,6.150929723,5.968392777,7.457754808,7.269024806,8.033586855,8.013383681,10.42375772,8.668066848,7.701572588,10.5636256,8.450462608,7.912247408
"ASCRP000394",6.645589769,7.07491028,7.120180189,6.911467444,6.97780284,6.887520656,8.131655815,7.137213065,8.60429969,7.522815833,7.38700184,7.467318983,7.695647851,6.677198643
"ASCRP000397",6.203011524,6.372856757,6.48592626,6.413998843,6.214749147,6.163841332,6.38948329,6.403814038,6.435858325,6.153671427,6.244738605,6.177222953,6.153032098,6.224132346
"ASCRP000399",7.637690629,7.815285385,8.023932691,7.932749457,7.005921142,6.828334807,6.695333147,7.337269225,6.651942648,6.776145944,8.010880028,6.99224706,6.662925888,6.6828118
"ASCRP000400",7.895692866,7.148653414,6.98731876,5.935566986,8.963392617,9.00644216,9.619537148,10.26596972,10.45638621,9.179919958,7.605626594,10.23461857,10.40169202,8.409412174
"ASCRP000401",8.137445451,7.481422763,7.563456267,7.767921112,8.007267165,7.701110702,8.172234176,8.029851882,7.790389011,7.840303246,7.145410449,8.047997011,8.331414095,7.680290085
"ASCRP000402",8.585489631,7.749022035,7.564692375,6.836009159,9.81837872,9.840321734,10.97324931,10.97317771,11.22975044,10.46524612,8.290368872,11.40921546,11.30338775,9.505257124
"ASCRP000403",8.391937165,7.574826418,7.550648019,7.006000434,9.112643922,9.226260537,9.392549084,8.530628855,9.436955341,9.062388159,7.472548552,8.855154453,9.066436104,8.253778011
"ASCRP000404",6.791856799,6.547319286,6.607212494,7.141804142,7.303062894,7.582576377,8.144231981,7.461303554,8.420011616,7.426894609,6.526395401,7.586958206,7.117414902,7.024534609
"ASCRP000405",8.347301386,7.484361302,7.274862516,6.066562005,9.489093538,9.505476673,10.42722027,10.71609652,10.94756097,10.08257363,7.92371739,10.83076287,10.9448076,9.012617118
"ASCRP000406",8.54090822,7.783040139,7.577549812,6.311044812,9.715482416,9.698478591,10.59421296,10.86543629,11.03295856,10.19218481,8.121267002,11.16904511,11.0605575,9.207192706
"ASCRP000407",9.713740484,9.406886182,8.941452422,7.719476765,9.505937657,9.868116029,9.98611287,9.897877983,10.37155027,9.806971886,8.095237373,9.571333705,9.977323546,8.928930919
"ASCRP000408",10.53660705,10.75287783,12.27355867,12.53574883,9.965838094,10.21160338,9.888397883,7.210829849,8.86843854,9.941367927,10.25632988,8.636239376,8.147261272,8.957780159
"ASCRP000409",7.685252747,8.170820208,7.625893526,6.079624362,7.848585425,7.89021862,7.313373985,7.900294005,7.326271569,7.723131473,7.157993426,7.277943113,6.899900212,7.729084735
"ASCRP000411",6.868504328,7.120287679,7.635527647,8.423761108,6.679476975,6.585245442,7.047412538,6.459130517,6.75967865,6.671679143,8.078435328,6.4094078,6.34151399,7.047794353
"ASCRP000412",5.955739824,5.997803373,6.12359584,6.415665183,6.14372087,6.000245482,6.356417158,5.988367825,6.274916512,6.026021812,6.008213747,6.08291714,6.054366395,6.141304446
"ASCRP000414",6.163090973,6.193710439,6.319745379,6.537170389,6.505186179,6.459145984,6.787900876,6.343055639,6.665012638,6.518872619,6.603470141,6.438137327,6.480111523,6.390924711
"ASCRP000415",5.99901582,6.25828363,6.037082984,6.04320614,6.183479553,6.045573498,6.074318894,6.006789735,6.179314073,6.050494703,6.084143146,6.069218877,6.128903258,6.118241529
"ASCRP000417",6.821812729,7.286961253,7.445881891,7.756078729,7.091283847,6.98578542,7.699846533,6.96478732,8.186745172,7.245842616,7.826239319,7.37461888,7.583776413,6.960333316
"ASCRP000418",6.20618895,6.268330866,6.608062301,6.874334119,6.112137358,6.141982999,6.124592401,6.169726396,6.066255954,6.119609023,6.303859537,6.074801737,6.168241487,6.024036741
"ASCRP000419",5.955739824,6.124390188,6.085635515,6.252490523,6.075256137,6.104879962,6.29120032,6.107030828,6.412372642,6.188465461,6.432896811,6.135328919,6.244594372,6.099570471
"ASCRP000420",6.017492511,6.061782715,6.077087784,5.936795229,6.12475011,6.363807536,6.395276699,6.245421762,6.499773761,6.307643269,6.386703244,6.983276484,6.64201718,6.59652751
"ASCRP000421",6.01068466,6.032470223,6.732748036,6.136412678,6.178194045,6.215567343,6.23171789,5.997136085,6.550019652,6.132788219,6.408323814,6.212233881,6.382002171,6.190750563
"ASCRP000422",6.302043672,6.966289482,6.52192383,6.093614813,6.698512528,6.694436945,8.029187237,7.216347821,8.567467625,7.465007102,7.13472191,7.641358101,7.711525546,6.426172712
"ASCRP000423",8.406502831,7.760939077,7.87656561,8.456328009,9.592066925,9.983649747,9.128718778,8.26023189,9.730797869,8.813500968,10.34093807,9.210732576,9.81567844,10.14939692
"ASCRP000424",6.504909095,6.393307059,6.504602992,6.767223268,6.790013203,6.711912819,6.645730197,6.427494538,6.587569415,6.529487054,7.456967844,6.866023626,6.770836165,7.173116009
"ASCRP000425",6.526824812,6.355322114,6.731878798,7.303825146,6.50952144,6.671054744,6.512073354,6.225254476,6.471604087,6.551035572,7.383784069,7.010118254,7.023683511,6.701168949
"ASCRP000426",5.97798502,5.984788755,6.21603757,7.275108592,6.00237436,6.058122483,5.938135741,5.998070856,5.935974232,6.057004878,6.062096597,6.276877678,6.157420083,6.193008523
"ASCRP000427",6.24632773,6.100961626,6.141365351,6.06783314,6.46380092,6.647987889,6.295562908,6.664893928,6.390004488,6.451972621,6.78934144,6.634180387,6.697092355,7.183767242
"ASCRP000428",6.829427946,6.387673375,6.330652643,6.075953243,7.111859939,7.294875347,6.347293171,6.725135737,6.47896352,6.686865676,6.691696565,6.835321263,6.959049508,7.957652445
"ASCRP000429",7.744494703,7.41746779,7.51359321,7.208008285,8.252970002,8.264455769,7.510820515,9.030439286,7.985813833,8.316021266,7.796890802,10.20410702,9.416822123,9.481898116
"ASCRP000430",6.287302719,6.720634971,6.231277944,6.130304353,6.268064403,6.095445875,6.400068346,6.492600766,6.214956499,6.349453655,6.230780108,7.510071326,6.53590899,6.838030831
"ASCRP000431",6.03186117,6.189767435,5.923562351,5.906380201,5.955117162,6.006818271,6.086151709,6.31600009,6.04625704,6.053077396,5.936943065,6.929778128,6.487708012,6.251383689
"ASCRP000432",6.430806907,6.595227286,7.0040137,7.061762727,6.248670518,6.133465278,6.070369809,6.012220241,6.032582511,6.102270539,6.185521836,6.028583877,6.088984658,6.067307768
"ASCRP000435",7.22287319,7.193119117,8.15953331,8.284065019,6.669682054,6.70732207,6.816701246,6.250998444,6.680123487,6.679828043,7.604164978,6.799956826,6.841028045,6.609444689
"ASCRP000436",6.599971633,6.563615586,6.462158328,5.982370795,6.740494774,6.998233339,7.0711528,6.572788932,6.806220682,6.806713787,6.458893644,7.104793791,7.698624162,7.462872159
"ASCRP000437",6.073477614,6.079022248,6.044455351,6.178448409,6.083093897,6.170142934,6.136086214,6.054205858,6.005456047,6.179714184,6.043953088,6.369194977,6.328089926,6.137025132
"ASCRP000439",7.908540621,6.962837075,6.543272328,6.026840301,6.701993053,6.312088948,6.478057575,6.803744296,6.749250043,6.341457792,6.197047258,6.162937816,6.296420182,6.169264978
"ASCRP000440",6.322253684,6.601961135,6.092147528,6.182270738,6.134657697,6.184479756,6.450993435,6.33228799,6.060192942,6.298128321,6.427193467,6.102069434,5.920413387,6.17326743
"ASCRP000441",6.172082724,6.339476894,6.45695678,6.623029934,6.466932523,6.525557015,6.671310012,6.257386337,6.625969099,6.415933749,7.267107773,6.526126102,6.514994871,6.36156963
"ASCRP000443",11.26874909,10.35874057,10.48682495,10.67329252,12.51168329,12.23265011,11.07582106,12.26093108,11.00665635,11.94383409,10.59077971,10.93305172,10.52735514,12.61952674
"ASCRP000444",5.967028886,5.933754334,5.8856816,5.892187475,6.065898896,6.062763973,6.215451521,6.154284202,6.457494289,6.263218891,5.971671923,6.360753888,6.499923499,6.009202316
"ASCRP000446",6.223115841,6.44917947,6.739300215,6.696191435,5.938573781,5.910002235,5.977703573,5.86538354,6.052138553,5.931422711,5.894735945,5.987676845,5.944960212,5.96892373
"ASCRP000448",6.097411205,6.20986438,6.410041698,6.826457712,6.116045896,6.124471709,6.195562135,6.093284257,5.976293063,6.101010468,6.174651258,6.132340021,6.132062599,6.020499629
"ASCRP000452",6.326345212,6.021007295,5.990308857,5.889083533,6.643849805,7.703618811,6.753469316,7.12722971,7.204127025,6.917189472,7.266518016,7.03705433,7.029311532,6.942828004
"ASCRP000455",6.815199514,6.80570847,6.536455402,6.078554376,6.699719781,6.944994504,7.145666756,8.322054446,7.415049301,7.360433084,6.244845761,8.128434401,7.260499512,7.243900785
"ASCRP000456",6.638079245,6.37862194,6.345278618,5.971178999,6.158862691,6.25446007,6.384785522,6.401816383,6.96773446,6.330171673,6.254741347,6.321370228,6.599571004,6.122442642
"ASCRP000457",7.738516216,8.198196123,7.692636033,6.148567684,6.370025745,6.481292871,6.51013767,6.581581391,6.515506154,6.741630404,6.287199719,6.861814937,6.587568143,6.477727154
"ASCRP000458",6.781454128,6.53865035,6.551894511,6.651732555,6.230025825,6.276546168,6.62391671,6.367371485,6.472974452,6.392302635,6.161008535,6.417283879,6.61261233,6.08372108
